order_id,customer_id,customer_state,customer_city,order_status,order_purchase_timestamp,order_approved_at,order_delivered_customer_date,order_estimated_delivery_date,is_late,delivery_days,promised_days,n_items,total_price,total_freight,freight_to_price_ratio,cross_state,product_category,avg_review_score
O01159,C00552,RS,caxias do sul,delivered,2017-09-22 20:32:11,2017-09-24 12:32:11,2017-09-28 20:32:11,2017-10-10 20:32:11,0,6,18,2,936.13,57.27,0.0611,1,casa_outros,5.0
O01169,C00299,RR,caracarai,delivered,2017-07-19 05:22:18,2017-07-20 06:22:18,2017-08-18 05:22:18,2017-07-31 05:22:18,1,30,12,1,216.94,24.7,0.1139,1,telefonia,4.0
O01172,C01533,GO,luziania,delivered,2018-08-14 15:21:02,2018-08-16 01:21:02,2018-08-30 15:21:02,2018-08-22 15:21:02,1,16,8,2,772.89,63.68,0.0834,1,cama_mesa_banho,1.0
O01181,C01529,DF,ceilandia,delivered,2018-05-21 03:34:35,2018-05-21 05:34:35,2018-05-27 03:34:35,2018-06-02 03:34:35,0,6,12,1,462.13,36.85,0.0797,1,moveis_decoracao,5.0
O01199,C00343,SE,aracaju,delivered,2016-09-10 20:59:28,2016-09-12 04:59:28,2016-09-19 20:59:28,2016-09-28 20:59:28,0,9,18,3,699.84,70.25,0.1001,1,fashion_roupa_feminina,5.0
O01214,C00572,AP,porto grande,delivered,2018-01-04 11:16:30,2018-01-05 04:16:30,2018-01-30 11:16:30,2018-01-09 11:16:30,1,26,5,2,425.24,69.06,0.1654,1,fraldas_higiene,3.0
O01221,C01758,ES,linhares,delivered,2016-12-25 05:22:02,2016-12-25 21:22:02,2016-12-30 05:22:02,2017-01-09 05:22:02,0,5,15,4,1191.61,97.51,0.0747,1,beleza_saude,5.0
O01225,C01280,RJ,rio de janeiro,delivered,2018-07-20 03:54:56,2018-07-20 08:54:56,2018-08-12 03:54:56,2018-08-11 03:54:56,1,23,22,2,616.56,52.65,0.078,1,casa_construcao,4.0
O01226,C00165,PE,jaboatao,delivered,2018-01-13 23:09:17,2018-01-15 05:09:17,2018-01-24 23:09:17,2018-01-28 23:09:17,0,11,15,2,153.96,38.96,0.2469,1,carnes,5.0
O01234,C01106,RN,natal,delivered,2018-09-11 15:35:05,2018-09-12 10:35:05,2018-10-08 15:35:05,2018-09-18 15:35:05,1,27,7,1,376.84,41.98,0.1114,1,consoles_games,4.0
O01266,C01747,RR,boa vista,delivered,2017-11-27 15:17:38,2017-11-28 07:17:38,2017-12-06 15:17:38,2017-12-08 15:17:38,0,9,11,1,139.56,37.62,0.2696,1,relogios_presentes,4.0
O01277,C01681,PB,joao pessoa,delivered,2016-10-12 06:34:25,2016-10-12 08:34:25,2016-10-25 06:34:25,2016-10-30 06:34:25,0,13,18,1,411.09,48.79,0.1187,1,construcao_ferramentas,1.0
O01280,C00541,PA,santarem,delivered,2017-11-15 15:12:28,2017-11-17 06:12:28,2017-12-11 15:12:28,2017-12-03 15:12:28,1,26,18,1,488.26,12.16,0.0249,1,cool_stuff,1.0
O01308,C01549,MG,juiz de fora,delivered,2018-06-16 14:14:47,2018-06-18 06:14:47,2018-07-01 14:14:47,2018-06-30 14:14:47,1,15,14,1,130.15,42.44,0.3261,0,malas_acessorios,1.0
O01357,C00816,TO,araguaina,delivered,2018-09-01 17:42:34,2018-09-03 04:42:34,2018-09-08 17:42:34,2018-09-20 17:42:34,0,7,19,4,1051.6,115.65,0.1578,1,casa_construcao,1.0
O01362,C01607,RJ,duque de caxias,delivered,2018-07-13 07:15:04,2018-07-13 22:15:04,2018-08-12 07:15:04,2018-07-25 07:15:04,1,30,12,1,366.82,35.88,0.0978,1,casa_utilidades,3.0
O01368,C01844,AL,arapiraca,delivered,2018-05-23 06:39:06,2018-05-24 16:39:06,2018-05-30 06:39:06,2018-05-28 06:39:06,1,7,5,1,433.27,42.7,0.0986,1,casa_garagem,2.0
O01405,C01601,SE,lagarto,delivered,2018-03-29 20:32:03,2018-03-30 03:32:03,2018-04-17 20:32:03,2018-04-06 20:32:03,1,19,8,1,217.1,12.75,0.0587,1,moveis_colchao_estofado,3.0
O01421,C00124,SE,estancia,delivered,2017-03-24 11:41:09,2017-03-25 18:41:09,2017-04-07 11:41:09,2017-04-02 11:41:09,1,14,9,1,486.26,49.71,0.1022,1,casa_quarto,5.0
O01426,C00691,MT,varzea grande,delivered,2017-11-09 08:45:22,2017-11-10 19:45:22,2017-12-05 08:45:22,2017-12-02 08:45:22,1,26,23,5,1500.57,170.31,0.1168,1,beleza_saude,5.0
O01452,C01673,MA,timon,delivered,2018-08-06 14:26:15,2018-08-07 15:26:15,2018-08-26 14:26:15,2018-08-18 14:26:15,1,20,12,1,42.2,28.65,0.6789,1,casa_cozinha,2.0
O01457,C01181,DF,ceilandia,delivered,2017-07-30 14:10:13,2017-08-01 14:10:13,2017-08-07 14:10:13,2017-08-07 14:10:13,0,8,8,3,751.99,68.4,0.0866,1,casa_conforto_2,5.0
O01484,C00431,AM,parintins,delivered,2018-10-17 12:19:37,2018-10-17 18:19:37,2018-10-23 12:19:37,2018-10-26 12:19:37,0,6,9,4,1246.02,123.63,0.1145,1,artes,4.0
O01510,C01332,CE,sobral,delivered,2017-02-14 06:43:42,2017-02-15 04:43:42,2017-03-16 06:43:42,2017-02-24 06:43:42,1,30,10,1,383.0,20.18,0.0527,1,alimentos_bebidas,5.0
O01527,C01008,GO,goiania,delivered,2017-12-11 09:37:50,2017-12-11 22:37:50,2017-12-19 09:37:50,2017-12-19 09:37:50,0,8,8,2,399.33,29.48,0.2499,1,casa_banheiro,2.0
O01549,C00895,MA,sao jose de ribamar,delivered,2017-06-12 07:18:22,2017-06-12 21:18:22,2017-07-01 07:18:22,2017-07-05 07:18:22,0,19,23,2,505.75,20.64,0.0829,1,eletroportateis,5.0
O01576,C01596,CE,sobral,delivered,2018-08-16 22:58:19,2018-08-18 12:58:19,2018-09-13 22:58:19,2018-09-10 22:58:19,1,28,25,1,86.15,49.37,0.5731,1,dvds_blu_ray,3.0
O01584,C01967,MG,belo horizonte,delivered,2017-08-11 20:51:22,2017-08-12 14:51:22,2017-08-31 20:51:22,2017-09-01 20:51:22,0,20,21,1,166.48,18.56,0.1115,1,construcao_ferramentas,5.0
O01599,C01543,TO,porto nacional,delivered,2016-11-04 23:34:08,2016-11-06 10:34:08,2016-11-30 23:34:08,2016-11-09 23:34:08,1,26,5,1,440.8,32.03,0.0727,1,casa_iluminacao,2.0
O01603,C00772,RJ,niteroi,delivered,2017-10-17 16:54:08,2017-10-19 03:54:08,2017-11-10 16:54:08,2017-11-08 16:54:08,1,24,22,1,471.16,20.68,0.0439,1,construcao_ferramentas,4.0
O01611,C00466,RO,vilhena,delivered,2018-05-07 10:24:30,2018-05-08 00:24:30,2018-05-17 10:24:30,2018-05-25 10:24:30,0,10,18,1,478.42,15.6,0.0326,1,portateis_cozinha,5.0
O01614,C01217,MS,ponta pora,delivered,2017-12-12 19:02:34,2017-12-13 04:02:34,2018-01-02 19:02:34,2017-12-25 19:02:34,1,21,13,3,407.43,109.7,0.6482,1,casa_escritorio,4.0
O01634,C01058,GO,aparecida de goiania,delivered,2018-05-09 06:58:06,2018-05-10 13:58:06,2018-05-29 06:58:06,2018-05-18 06:58:06,1,20,9,2,619.33,55.52,0.1034,1,la_cuisine,3.0
O01648,C01398,SE,estancia,delivered,2017-01-10 20:03:47,2017-01-12 01:03:47,2017-02-06 20:03:47,2017-01-27 20:03:47,1,27,17,1,399.59,43.11,0.1079,1,moveis_presentes,3.0
O01656,C01737,TO,porto nacional,delivered,2017-08-23 13:03:56,2017-08-24 09:03:56,2017-09-22 13:03:56,2017-09-17 13:03:56,1,30,25,1,143.02,42.53,0.2974,1,alimentos_bebidas,2.0
O01670,C01853,RR,boa vista,delivered,2017-07-14 11:47:40,2017-07-15 23:47:40,2017-08-04 11:47:40,2017-08-02 11:47:40,1,21,19,2,545.56,48.44,0.0907,1,casa_banheiro,3.0
O01675,C00299,RR,caracarai,delivered,2017-03-08 03:55:35,2017-03-08 06:55:35,2017-03-11 03:55:35,2017-03-18 03:55:35,0,3,10,1,83.03,33.31,0.4012,1,casa_conforto_2,5.0
O01681,C01902,RR,alto alegre,delivered,2018-01-10 01:17:15,2018-01-11 19:17:15,2018-01-15 01:17:15,2018-02-02 01:17:15,0,5,23,1,189.67,49.49,0.2609,1,instrumentos_musicais,5.0
O01690,C01442,MG,montes claros,delivered,2017-08-16 04:58:54,2017-08-16 23:58:54,2017-09-02 04:58:54,2017-09-07 04:58:54,0,17,22,1,436.64,19.41,0.0445,1,casa_conforto_2,4.0
O01693,C01584,PR,ponta grossa,delivered,2017-06-30 08:58:43,2017-07-01 12:58:43,2017-07-09 08:58:43,2017-07-14 08:58:43,0,9,14,1,164.75,14.63,0.0888,1,eletroportateis,5.0
O01708,C00825,RO,ariquemes,delivered,2017-04-03 00:28:00,2017-04-04 04:28:00,2017-04-11 00:28:00,2017-04-12 00:28:00,0,8,9,1,215.4,38.22,0.1774,1,utilidades_domesticas,3.0
O01716,C00571,RO,cacoal,delivered,2018-09-01 02:58:14,2018-09-01 14:58:14,2018-09-21 02:58:14,2018-09-25 02:58:14,0,20,24,1,46.9,9.12,0.1945,1,relogios_presentes,4.0
O01730,C00289,AL,penedo,delivered,2018-08-29 12:25:46,2018-08-30 15:25:46,2018-09-19 12:25:46,2018-09-09 12:25:46,1,21,11,2,596.97,39.22,0.0837,1,carnes,2.0
O01747,C00422,AC,rio branco,delivered,2017-06-11 22:14:37,2017-06-13 21:14:37,2017-07-03 22:14:37,2017-06-17 22:14:37,1,22,6,1,340.36,11.06,0.0325,1,perfumaria,3.0
O01762,C00205,MT,tangara da serra,delivered,2018-07-21 02:05:01,2018-07-23 00:05:01,2018-07-28 02:05:01,2018-08-09 02:05:01,0,7,19,2,636.31,66.9,0.1025,1,moveis_escritorio,4.0
O01774,C01167,RS,canoas,delivered,2016-09-21 06:28:22,2016-09-23 00:28:22,2016-10-12 06:28:22,2016-10-09 06:28:22,1,21,18,1,422.42,30.93,0.0732,1,cama_mesa_banho,4.0
O01775,C01932,GO,rio verde,delivered,2016-12-01 07:50:35,2016-12-01 12:50:35,2016-12-26 07:50:35,2016-12-20 07:50:35,1,25,19,1,456.54,28.25,0.0619,1,artes,1.0
O01782,C00642,DF,brasilia,delivered,2017-10-02 06:57:42,2017-10-02 15:57:42,2017-10-10 06:57:42,2017-10-16 06:57:42,0,8,14,2,881.33,56.05,0.0661,1,eletroportateis,5.0
O01786,C00032,PA,santarem,delivered,2016-10-20 15:07:07,2016-10-22 04:07:07,2016-11-05 15:07:07,2016-10-26 15:07:07,1,16,6,1,114.19,24.78,0.217,1,artigos_nautica,5.0
O01787,C00730,TO,paraíso do tocantins,delivered,2017-09-15 11:36:57,2017-09-15 12:36:57,2017-10-05 11:36:57,2017-10-07 11:36:57,0,20,22,2,501.02,45.34,0.6517,1,eletrodomesticos_2,5.0
O01799,C00013,RR,boa vista,delivered,2017-06-09 01:39:15,2017-06-09 14:39:15,2017-06-17 01:39:15,2017-06-17 01:39:15,0,8,8,1,327.68,13.9,0.0424,0,moveis_jardim,4.0
O01807,C01758,ES,linhares,delivered,2017-08-02 11:05:46,2017-08-02 16:05:46,2017-08-17 11:05:46,2017-08-26 11:05:46,0,15,24,2,192.3,48.55,0.2422,1,casa_conforto,4.0
O01819,C01020,SE,estancia,delivered,2018-03-12 23:01:26,2018-03-13 08:01:26,2018-03-18 23:01:26,2018-03-24 23:01:26,0,6,12,2,813.82,62.85,0.0886,1,casa_limpeza,3.0
O01822,C00520,SE,lagarto,delivered,2018-05-08 23:12:39,2018-05-09 12:12:39,2018-06-06 23:12:39,2018-05-14 23:12:39,1,29,6,2,766.28,55.82,0.0798,1,moda_roupa,1.0
O01829,C01682,PI,campo maior,delivered,2017-11-03 14:30:36,2017-11-03 19:30:36,2017-11-18 14:30:36,2017-11-13 14:30:36,1,15,10,1,258.22,6.61,0.0256,1,casa_outros,1.0
O01839,C00790,MS,três lagoas,delivered,2017-03-29 05:35:36,2017-03-30 09:35:36,2017-04-04 05:35:36,2017-04-05 05:35:36,0,6,7,1,291.34,44.03,0.1511,1,eletroportateis,4.0
O01854,C01202,MA,imperatriz,delivered,2017-10-22 17:07:41,2017-10-24 16:07:41,2017-11-14 17:07:41,2017-11-06 17:07:41,1,23,15,2,238.96,72.16,0.4764,1,casa_conforto,3.0
O01865,C00491,RS,pelotas,delivered,2018-03-26 13:53:56,2018-03-28 11:53:56,2018-04-01 13:53:56,2018-04-08 13:53:56,0,6,13,1,100.91,49.43,0.4898,1,casa_jardim,5.0
O01892,C00361,RR,alto alegre,delivered,2016-10-12 14:45:56,2016-10-14 05:45:56,2016-11-02 14:45:56,2016-11-06 14:45:56,0,21,25,1,63.48,18.24,0.2873,1,fashion_bolsas,5.0
O01912,C00709,RN,caico,delivered,2017-04-28 16:05:13,2017-04-30 14:05:13,2017-05-22 16:05:13,2017-05-23 16:05:13,0,24,25,2,748.54,34.11,0.0444,1,casa_limpeza,2.0
O01920,C00028,BA,ilheus,delivered,2016-12-21 10:33:10,2016-12-22 01:33:10,2016-12-29 10:33:10,2017-01-07 10:33:10,0,8,17,1,325.94,26.56,0.0815,1,fashion_roupa_masculina,5.0
O01921,C01354,MS,três lagoas,delivered,2016-11-29 01:29:20,2016-11-30 10:29:20,2016-12-23 01:29:20,2016-12-16 01:29:20,1,24,17,1,316.42,43.44,0.1373,1,eletroportateis,4.0
O01942,C00674,MT,tangara da serra,delivered,2017-12-24 15:39:24,2017-12-25 04:39:24,2018-01-12 15:39:24,2018-01-16 15:39:24,0,19,23,2,575.26,61.6,0.1081,1,esporte_lazer,5.0
O01949,C01017,ES,cariacica,delivered,2018-05-16 19:08:45,2018-05-17 15:08:45,2018-06-06 19:08:45,2018-06-04 19:08:45,1,21,19,1,388.29,19.62,0.0505,1,casa_escritorio,3.0
O01951,C01824,AP,oida,delivered,2018-02-22 21:55:43,2018-02-24 01:55:43,2018-02-26 21:55:43,2018-03-07 21:55:43,0,4,13,4,1022.66,99.41,0.1039,1,ferramentas_jardim,4.0
O01957,C00422,AC,rio branco,delivered,2016-11-16 23:11:06,2016-11-18 20:11:06,2016-12-03 23:11:06,2016-11-21 23:11:06,1,17,5,1,361.59,24.54,0.0679,1,moveis_escritorio,5.0
O01958,C00368,AC,rio branco,delivered,2018-03-26 16:17:22,2018-03-27 15:17:22,2018-04-14 16:17:22,2018-04-05 16:17:22,1,19,10,2,567.53,45.75,0.1015,1,artes,5.0
O01963,C01792,GO,goiania,delivered,2017-11-28 20:30:35,2017-11-30 20:30:35,2017-12-23 20:30:35,2017-12-11 20:30:35,1,25,13,1,211.2,40.32,0.1909,1,eletrodomesticos_2,3.0
O01970,C01179,PE,petrolina,delivered,2017-10-24 19:44:30,2017-10-25 02:44:30,2017-10-30 19:44:30,2017-10-29 19:44:30,1,6,5,3,845.72,93.11,0.1965,1,casa_cozinha,4.0
O01992,C01965,BA,itabuna,delivered,2016-11-17 20:43:20,2016-11-18 06:43:20,2016-12-10 20:43:20,2016-11-24 20:43:20,1,23,7,1,137.61,46.06,0.3347,1,perfumaria,3.0
O01996,C01940,SE,aracaju,delivered,2016-11-12 21:44:22,2016-11-13 08:44:22,2016-12-02 21:44:22,2016-12-06 21:44:22,0,20,24,2,658.4,51.6,0.0849,1,casa_banheiro,5.0
O02016,C01110,MA,sao luis,delivered,2017-08-20 05:42:49,2017-08-21 16:42:49,2017-09-06 05:42:49,2017-08-29 05:42:49,1,17,9,1,421.06,23.16,0.055,1,casa_utilidades,4.0
O02017,C01616,BA,feira de santana,delivered,2018-08-30 19:35:14,2018-09-01 12:35:14,2018-09-18 19:35:14,2018-09-06 19:35:14,1,19,7,1,195.26,26.32,0.1348,1,casa_garagem,2.0
O02027,C01990,TO,porto nacional,delivered,2017-09-27 04:29:54,2017-09-29 01:29:54,2017-10-19 04:29:54,2017-10-12 04:29:54,1,22,15,1,153.23,8.16,0.0533,1,malas_acessorios,2.0
O02060,C01564,AM,manacapuru,delivered,2017-02-18 11:13:39,2017-02-19 21:13:39,2017-03-10 11:13:39,2017-03-12 11:13:39,0,20,22,1,447.98,42.09,0.094,1,carnes,5.0
O02068,C01465,RS,pelotas,delivered,2018-07-10 11:41:02,2018-07-10 21:41:02,2018-07-19 11:41:02,2018-07-20 11:41:02,0,9,10,2,744.45,63.66,0.091,1,automotivo,4.0
O02087,C01870,MG,belo horizonte,delivered,2018-05-19 05:55:54,2018-05-19 17:55:54,2018-05-25 05:55:54,2018-05-31 05:55:54,0,6,12,1,90.7,14.32,0.1579,1,construcao_ferramentas,5.0
O02089,C00318,MT,rondonopolis,delivered,2018-10-26 19:08:15,2018-10-27 06:08:15,2018-11-05 19:08:15,2018-11-19 19:08:15,0,10,24,1,202.61,12.64,0.0624,1,livros_interesse,5.0
O02095,C01071,SC,criciuma,delivered,2017-02-04 01:05:25,2017-02-05 19:05:25,2017-02-14 01:05:25,2017-02-11 01:05:25,1,10,7,1,361.91,40.55,0.112,1,moveis_presentes,1.0
O02117,C01358,RR,rorainopolis,delivered,2018-05-06 19:58:09,2018-05-06 20:58:09,2018-05-14 19:58:09,2018-05-14 19:58:09,0,8,8,3,761.7,54.34,0.078,1,casa_cozinha,5.0
O02119,C00813,CE,fortaleza,delivered,2018-05-15 17:05:16,2018-05-16 12:05:16,2018-05-19 17:05:16,2018-05-20 17:05:16,0,4,5,1,252.41,19.49,0.0772,1,casa_jardim,4.0
O02139,C00291,PE,olinda,delivered,2017-03-15 19:20:10,2017-03-16 03:20:10,2017-03-29 19:20:10,2017-04-08 19:20:10,0,14,24,2,321.46,71.65,0.2212,1,alimentos_bebidas,4.0
O02141,C00378,PA,castanhal,delivered,2017-06-08 20:42:50,2017-06-09 04:42:50,2017-06-21 20:42:50,2017-06-20 20:42:50,1,13,12,3,762.59,23.18,0.0348,1,cama_mesa_banho,3.0
O02175,C01912,ES,cariacica,delivered,2017-05-11 13:37:06,2017-05-13 03:37:06,2017-06-01 13:37:06,2017-05-18 13:37:06,1,21,7,1,47.82,31.86,0.6662,1,automotivo,2.0
O02183,C00595,SP,sao paulo,delivered,2017-11-21 14:23:53,2017-11-22 01:23:53,2017-12-06 14:23:53,2017-12-04 14:23:53,1,15,13,2,646.13,35.92,0.0568,1,casa_sala,1.0
O02190,C01310,RS,pelotas,delivered,2018-08-03 22:18:31,2018-08-04 04:18:31,2018-08-16 22:18:31,2018-08-26 22:18:31,0,13,23,3,1111.67,29.36,0.0267,1,audio,5.0
O02209,C00614,ES,vitoria,delivered,2017-07-27 14:32:50,2017-07-29 12:32:50,2017-08-11 14:32:50,2017-08-03 14:32:50,1,15,7,1,343.07,10.9,0.0318,1,casa_cozinha,2.0
O02226,C01787,AL,rio largo,delivered,2017-12-10 10:23:08,2017-12-11 13:23:08,2017-12-14 10:23:08,2017-12-26 10:23:08,0,4,16,1,11.99,32.25,2.6897,1,artes,5.0
O02232,C00650,AP,oida,delivered,2017-07-26 10:06:28,2017-07-26 12:06:28,2017-08-16 10:06:28,2017-08-01 10:06:28,1,21,6,1,64.98,36.77,0.5659,1,utilidades_domesticas,1.0
O02247,C01789,RN,parnamirim,delivered,2018-06-14 02:20:29,2018-06-14 04:20:29,2018-06-21 02:20:29,2018-07-01 02:20:29,0,7,17,2,493.58,77.77,0.2137,1,artigos_nautica,5.0
O02289,C01100,AC,rio branco,delivered,2017-01-20 05:41:54,2017-01-20 16:41:54,2017-02-09 05:41:54,2017-02-06 05:41:54,1,20,17,4,266.83,76.38,0.5206,1,alimentos_bebidas,3.0
O02321,C00659,RR,caracarai,delivered,2018-04-06 15:19:04,2018-04-08 04:19:04,2018-04-17 15:19:04,2018-04-20 15:19:04,0,11,14,3,884.62,56.9,0.0867,1,casa_conforto_2,4.0
O02340,C01507,RR,caracarai,delivered,2018-06-30 00:34:00,2018-07-01 04:34:00,2018-07-10 00:34:00,2018-07-13 00:34:00,0,10,13,1,104.07,47.64,0.4578,1,sinalizacao_seguranca,5.0
O02343,C00615,GO,luziania,delivered,2018-04-18 16:32:23,2018-04-18 18:32:23,2018-04-23 16:32:23,2018-05-03 16:32:23,0,5,15,1,305.82,28.17,0.0921,1,fraldas_higiene,5.0
O02346,C00717,ES,cariacica,delivered,2018-06-18 07:55:20,2018-06-18 13:55:20,2018-07-04 07:55:20,2018-07-10 07:55:20,0,16,22,2,121.81,27.97,0.2648,1,casa_lavanderia,4.0
O02358,C00630,ES,vila velha,delivered,2016-11-23 08:07:35,2016-11-24 04:07:35,2016-12-19 08:07:35,2016-12-10 08:07:35,1,26,17,5,1204.53,191.34,0.3017,1,cama_mesa_banho,1.0
O02360,C00887,PR,ponta grossa,delivered,2017-09-28 16:14:24,2017-09-30 07:14:24,2017-10-12 16:14:24,2017-10-08 16:14:24,1,14,10,1,495.9,35.55,0.0717,1,portateis_casa_forno_cafe,5.0
O02368,C00532,RR,boa vista,delivered,2016-09-29 09:46:18,2016-09-30 08:46:18,2016-10-28 09:46:18,2016-10-07 09:46:18,1,29,8,1,136.12,12.39,0.091,1,moveis_escritorio,2.0
O02374,C00789,RS,porto alegre,delivered,2016-11-22 03:11:16,2016-11-22 07:11:16,2016-11-26 03:11:16,2016-12-03 03:11:16,0,4,11,1,177.32,28.82,0.1625,1,ferramentas_jardim,5.0
O02375,C00216,MG,contagem,delivered,2018-07-26 22:59:46,2018-07-28 10:59:46,2018-08-17 22:59:46,2018-08-19 22:59:46,0,22,24,4,1378.78,149.67,0.1257,1,audio,5.0
O02391,C01298,SC,criciuma,delivered,2018-04-20 19:54:46,2018-04-21 12:54:46,2018-05-17 19:54:46,2018-04-28 19:54:46,1,27,8,2,877.55,59.77,0.0683,1,casa_limpeza,3.0
O02406,C01071,SC,criciuma,delivered,2017-10-06 19:58:04,2017-10-07 06:58:04,2017-10-15 19:58:04,2017-10-14 19:58:04,1,9,8,1,217.83,44.01,0.202,1,utilidades_domesticas,4.0
O02426,C00741,RN,mossoro,delivered,2018-04-20 22:46:33,2018-04-21 15:46:33,2018-05-08 22:46:33,2018-05-12 22:46:33,0,18,22,1,439.73,37.57,0.0854,1,casa_limpeza,2.0
O02436,C01932,GO,rio verde,delivered,2018-02-08 11:08:47,2018-02-09 01:08:47,2018-02-23 11:08:47,2018-02-28 11:08:47,0,15,20,1,487.6,41.09,0.0843,1,consoles_games,2.0
O02440,C00806,PA,santarem,delivered,2017-08-30 03:03:12,2017-08-30 15:03:12,2017-09-12 03:03:12,2017-09-15 03:03:12,0,13,16,1,196.83,43.99,0.2235,1,papelaria,4.0
O02451,C00988,RN,natal,delivered,2017-02-08 10:50:06,2017-02-08 17:50:06,2017-03-09 10:50:06,2017-02-27 10:50:06,1,29,19,1,40.83,44.35,1.0862,1,eletrodomesticos,3.0
O02457,C00384,AC,rio branco,delivered,2016-10-16 23:07:10,2016-10-17 11:07:10,2016-11-06 23:07:10,2016-11-07 23:07:10,0,21,22,1,10.97,44.61,4.0665,1,utilidades_domesticas,5.0
O02463,C00379,MS,ponta pora,delivered,2018-06-04 23:46:42,2018-06-06 05:46:42,2018-06-15 23:46:42,2018-06-21 23:46:42,0,11,17,1,213.51,24.14,0.1131,1,casa_limpeza,5.0
O02464,C01183,ES,vila velha,delivered,2017-08-14 18:43:49,2017-08-15 02:43:49,2017-08-31 18:43:49,2017-08-24 18:43:49,1,17,10,2,407.28,55.32,0.1481,1,casa_conforto_2,5.0
O02495,C01232,RO,ji-parana,delivered,2017-03-28 00:03:11,2017-03-28 04:03:11,2017-04-07 00:03:11,2017-04-17 00:03:11,0,10,20,1,433.65,44.6,0.1028,1,flores,1.0
O02498,C00374,RO,porto velho,delivered,2017-10-22 15:17:02,2017-10-24 09:17:02,2017-10-31 15:17:02,2017-11-10 15:17:02,0,9,19,2,560.74,56.2,0.0977,1,beleza_saude,5.0
O02499,C00701,AC,rio branco,delivered,2017-01-30 21:50:05,2017-02-01 11:50:05,2017-02-14 21:50:05,2017-02-18 21:50:05,0,15,19,2,574.51,51.1,0.1337,1,casa_utilidades,5.0
O02508,C00430,ES,serra,delivered,2017-04-05 19:41:47,2017-04-06 02:41:47,2017-04-11 19:41:47,2017-04-19 19:41:47,0,6,14,1,463.93,37.89,0.0817,1,portateis_casa_forno_cafe,5.0
O02522,C00815,AM,coari,delivered,2018-09-20 03:46:13,2018-09-20 12:46:13,2018-10-17 03:46:13,2018-09-30 03:46:13,1,27,10,1,283.59,11.89,0.0419,1,casa_garagem,4.0
O02524,C01510,SE,estancia,delivered,2018-04-03 19:06:12,2018-04-04 01:06:12,2018-04-18 19:06:12,2018-04-13 19:06:12,1,15,10,1,27.7,22.27,0.804,1,flores,1.0
O02532,C00082,RN,sao goncalo do amarante,delivered,2017-03-28 18:00:27,2017-03-29 21:00:27,2017-04-08 18:00:27,2017-04-12 18:00:27,0,11,15,1,477.83,8.53,0.0179,1,construcao_ferramentas,5.0
O02543,C01461,AP,porto grande,delivered,2018-03-04 21:39:03,2018-03-04 22:39:03,2018-03-17 21:39:03,2018-03-16 21:39:03,1,13,12,2,694.07,32.92,0.0568,1,ferramentas_jardim,2.0
O02560,C00524,RR,alto alegre,delivered,2018-07-29 22:20:05,2018-07-31 11:20:05,2018-08-01 22:20:05,2018-08-08 22:20:05,0,3,10,2,182.96,92.26,0.5358,1,artigos_nautica,5.0
O02564,C00130,RN,mossoro,delivered,2016-09-19 18:40:15,2016-09-19 19:40:15,2016-09-29 18:40:15,2016-10-10 18:40:15,0,10,21,1,168.38,23.82,0.1415,1,relogios_presentes,5.0
O02577,C00084,SC,florianopolis,delivered,2018-08-07 22:04:52,2018-08-09 16:04:52,2018-08-27 22:04:52,2018-08-24 22:04:52,1,20,17,3,938.66,101.78,0.1165,1,alimentos_bebidas,1.0
O02593,C01117,DF,taguatinga,delivered,2018-05-17 15:59:16,2018-05-19 11:59:16,2018-05-20 15:59:16,2018-06-04 15:59:16,0,3,18,1,33.39,40.04,1.1992,1,fashion_roupa_feminina,5.0
O02602,C01203,AM,itacoatiara,delivered,2017-11-28 12:11:24,2017-11-28 23:11:24,2017-12-23 12:11:24,2017-12-21 12:11:24,1,25,23,2,465.18,55.84,0.2475,1,casa_iluminacao,1.0
O02637,C00524,RR,alto alegre,delivered,2018-10-19 15:17:21,2018-10-19 21:17:21,2018-11-17 15:17:21,2018-11-07 15:17:21,1,29,19,1,185.85,30.93,0.1664,0,market_place,2.0
O02640,C01791,PE,jaboatao,delivered,2018-08-03 19:11:07,2018-08-05 03:11:07,2018-08-17 19:11:07,2018-08-16 19:11:07,1,14,13,1,87.34,16.53,0.1893,1,papelaria,1.0
O02654,C00101,RS,santa maria,delivered,2017-09-26 15:25:55,2017-09-28 06:25:55,2017-10-02 15:25:55,2017-10-11 15:25:55,0,6,15,2,550.22,21.16,0.0501,1,eletrodomesticos,5.0
O02660,C00446,MG,montes claros,delivered,2017-12-11 20:09:37,2017-12-12 04:09:37,2017-12-30 20:09:37,2018-01-03 20:09:37,0,19,23,3,735.56,99.97,0.1674,1,cama_mesa_banho,5.0
O02665,C00310,RO,ji-parana,delivered,2016-11-26 09:20:09,2016-11-27 19:20:09,2016-12-09 09:20:09,2016-12-08 09:20:09,1,13,12,1,246.0,20.72,0.0842,1,beleza_saude,2.0
O02671,C01261,MA,sao luis,delivered,2018-05-28 13:39:18,2018-05-29 16:39:18,2018-06-16 13:39:18,2018-06-15 13:39:18,1,19,18,2,513.79,75.88,0.2077,1,ferramentas_jardim,4.0
O02673,C01875,PA,santarem,delivered,2017-11-26 02:08:21,2017-11-26 03:08:21,2017-12-24 02:08:21,2017-12-10 02:08:21,1,28,14,3,983.05,74.49,0.0802,1,casa_utilidades,2.0
