order_id,target_late,n_items,total_price,total_freight,freight_to_price_ratio,payment_installments,payment_type,promised_days,purchase_weekday,purchase_month,cross_state,product_category,seller_hist_late_rate
O00022,0,1,364.47,15.09,0.0414,6,debit_card,9,1,10,0,fashion_roupa_feminina,0.65
O02032,1,1,233.54,34.39,0.1473,1,debit_card,11,1,10,0,malas_acessorios,0.36363636363636365
O00298,1,2,628.61,73.04,0.169,4,voucher,12,1,10,0,automotivo,0.5636363636363637
O00545,1,1,104.32,48.97,0.4694,3,boleto,5,2,10,0,relogios_presentes,0.5333333333333333
O00184,1,3,788.93,60.97,0.1266,1,boleto,6,2,10,0,casa_conforto,0.5053418803418804
O01464,1,1,434.0,15.63,0.036,2,credit_card,20,2,10,0,perfumaria,0.5
O04895,0,1,457.33,31.3,0.0684,4,credit_card,22,2,10,0,moveis_escritorio,0.75
O01607,0,1,241.11,19.78,0.082,4,credit_card,8,2,10,0,casa_limpeza,0.5555555555555556
O04795,0,3,1083.17,69.87,0.0653,6,credit_card,11,3,10,0,eletrodomesticos,0.456359649122807
O01409,0,1,86.98,47.08,0.5413,2,voucher,25,3,10,0,casa_limpeza,0.5263157894736842
O04422,1,2,483.24,73.27,0.1518,6,credit_card,13,3,10,0,casa_iluminacao,0.8181818181818181
O01660,1,2,553.01,83.78,0.3245,2,boleto,11,3,10,0,moveis_decoracao,0.5307692307692308
O02570,0,3,779.93,86.24,0.1258,4,boleto,17,3,10,0,casa_quarto,0.48823529411764705
O04446,0,1,209.7,5.08,0.0242,5,voucher,22,4,10,0,alimentos_bebidas,0.5333333333333333
O04362,0,2,78.16,34.81,0.8767,2,debit_card,20,4,10,0,perfumaria,0.5416666666666666
O04890,0,1,397.42,44.41,0.1117,12,debit_card,21,4,10,0,perfumaria,0.5
O02592,1,1,25.62,39.47,1.5406,7,credit_card,7,4,10,0,casa_jardim,0.6153846153846154
O03759,1,1,227.88,22.53,0.0989,1,boleto,11,4,10,0,flores,0.47058823529411764
O00486,0,1,110.2,44.83,0.4068,2,debit_card,10,4,10,0,brinquedos,0.7142857142857143
O03288,0,1,367.14,22.5,0.0613,1,debit_card,18,4,10,0,alimentos_bebidas,0.6363636363636364
O01539,1,1,345.06,6.7,0.0194,12,credit_card,22,5,10,0,fashion_bolsas,0.5714285714285714
O02954,0,1,412.58,21.5,0.0521,1,debit_card,5,5,10,0,casa_outros,0.5
O01776,0,1,421.74,49.1,0.1164,3,credit_card,20,5,10,0,fashion_esporte,0.42857142857142855
O01637,1,2,925.22,51.64,0.0575,2,boleto,7,5,10,0,automotivo,0.4880952380952381
O00646,1,1,197.5,49.21,0.2492,8,boleto,22,5,10,0,casa_limpeza,0.625
O02976,1,1,279.4,42.05,0.1505,2,boleto,5,5,10,0,moveis_escritorio,0.3333333333333333
O03740,0,1,459.21,12.84,0.028,2,debit_card,25,6,10,0,construcao_ferramentas,0.6
O04770,1,1,197.61,6.92,0.035,9,boleto,8,6,10,0,beleza_saude,0.4444444444444444
O00657,1,1,421.86,24.52,0.0581,1,debit_card,16,6,10,0,casa_quarto,0.3333333333333333
O03591,1,2,691.1,61.29,0.1032,3,credit_card,15,6,10,0,eletronicos,0.4642857142857143
O04476,0,2,462.71,56.15,0.1191,6,boleto,20,6,10,0,casa_utilidades,0.6396103896103896
O00667,0,4,639.96,135.09,0.4655,4,voucher,15,6,10,0,casa_escritorio,0.49831871345029244
O04871,0,1,37.44,33.67,0.8993,2,voucher,19,6,10,0,cama_mesa_banho,0.35294117647058826
O03792,1,1,340.23,49.81,0.1464,1,credit_card,10,6,10,0,papelaria,0.3333333333333333
O03851,0,1,88.14,42.55,0.4828,3,boleto,14,0,10,0,casa_limpeza,0.5
O04786,1,2,430.23,59.24,0.2072,1,boleto,5,0,10,0,audio,0.5294117647058824
O02229,0,2,489.61,81.03,0.1791,3,credit_card,18,0,10,0,casa_conforto,0.44362745098039214
O03459,1,1,284.26,46.35,0.1631,2,boleto,9,0,10,0,fashion_esporte,1.0
O03555,1,1,176.19,37.92,0.2152,1,debit_card,7,0,10,0,moveis_escritorio,0.5
O01710,1,2,432.13,33.47,0.0797,1,voucher,9,0,10,0,carnes,0.35
O03789,0,1,133.99,19.49,0.1455,7,credit_card,9,0,10,0,casa_banheiro,0.4
O04865,1,1,36.38,22.5,0.6185,1,voucher,6,0,10,0,cool_stuff,0.5
O02339,0,1,382.14,32.73,0.0856,1,debit_card,20,0,10,0,eletrodomesticos_2,0.8333333333333334
O02335,0,2,511.76,57.0,0.248,2,boleto,7,0,10,0,fashion_esporte,0.40584415584415584
O00488,1,1,451.95,49.85,0.1103,6,debit_card,7,0,10,0,construcao_ferramentas,0.6363636363636364
O00224,0,1,136.16,45.23,0.3322,1,boleto,19,0,10,0,moveis_colchao_estofado,0.5
O01867,0,2,145.01,60.45,0.5948,6,boleto,12,1,10,0,casa_conforto,0.5857142857142856
O01579,0,2,383.12,72.23,0.1859,5,boleto,19,1,10,0,alimentos_bebidas,0.39015151515151514
O01603,1,1,471.16,20.68,0.0439,3,credit_card,22,1,10,0,construcao_ferramentas,0.625
O04938,0,2,566.89,72.63,0.1483,6,credit_card,18,1,10,0,beleza_saude,0.5423076923076923
O04662,1,1,386.99,35.93,0.0928,3,credit_card,12,2,10,0,eletrodomesticos_2,0.6666666666666666
O03040,0,1,370.35,29.82,0.0805,1,boleto,18,2,10,0,fashion_roupa_feminina,0.625
O00110,0,2,608.89,82.72,0.1374,2,boleto,17,2,10,0,artigos_nautica,0.5619047619047619
O01450,0,1,171.43,39.71,0.2316,2,voucher,23,2,10,0,moveis_decoracao,0.6842105263157895
O00872,1,1,425.69,14.94,0.0351,1,credit_card,10,2,10,0,moveis_presentes,0.6428571428571429
O01418,1,2,398.18,55.19,0.6071,9,boleto,8,2,10,0,automotivo,0.358974358974359
O02192,1,1,76.68,26.98,0.3519,4,voucher,10,3,10,0,eletronicos,0.46153846153846156
O00952,1,1,86.61,8.23,0.095,1,boleto,9,3,10,0,moveis_escritorio,0.5384615384615384
O00840,1,1,222.93,29.53,0.1325,5,voucher,11,3,10,0,moda_roupa,0.5
O03254,1,1,184.88,26.29,0.1422,6,voucher,16,3,10,0,casa_cozinha,0.4117647058823529
O01548,0,2,458.01,38.84,0.1042,3,credit_card,15,3,10,0,alimentos_bebidas,0.513157894736842
O00089,0,1,223.7,34.9,0.156,2,boleto,13,3,10,0,fashion_roupa_feminina,0.7777777777777778
O00596,1,2,559.12,35.37,0.0606,3,credit_card,9,4,10,0,casa_iluminacao,0.4145833333333333
O00990,1,1,95.11,49.21,0.5174,6,credit_card,9,4,10,0,perfumaria,0.2857142857142857
O00081,0,1,203.85,33.94,0.1665,1,credit_card,19,4,10,0,moveis_quarto,0.4
O01777,1,1,415.83,30.09,0.0724,4,voucher,11,4,10,0,artes,0.4444444444444444
O01876,1,1,92.41,32.89,0.3559,7,boleto,20,4,10,0,perfumaria,0.5555555555555556
O00433,1,1,91.68,41.58,0.4535,9,voucher,5,5,10,0,construcao_ferramentas,0.4166666666666667
O00897,1,1,415.69,13.24,0.0319,2,boleto,11,5,10,0,casa_banheiro,0.6428571428571429
O03719,0,2,749.16,28.49,0.0377,4,boleto,25,5,10,0,casa_garagem,0.45
O01078,1,2,531.61,74.93,0.1533,3,boleto,21,5,10,0,casa_limpeza,0.41666666666666663
O03342,0,1,206.01,11.6,0.0563,1,credit_card,22,5,10,0,casa_quarto,0.6
O03481,1,1,448.74,15.43,0.0344,3,debit_card,6,5,10,0,casa_limpeza,0.7
O03087,0,5,1220.26,165.22,0.1817,5,boleto,12,6,10,0,alimentos_bebidas,0.5269009421950599
O02498,0,2,560.74,56.2,0.0977,3,voucher,19,6,10,0,beleza_saude,0.5333333333333333
O00969,1,1,477.97,8.24,0.0172,2,boleto,21,6,10,0,casa_sala,0.375
O01854,1,2,238.96,72.16,0.4764,1,credit_card,15,6,10,0,casa_conforto,0.4326923076923077
O01644,1,1,447.38,35.58,0.0795,2,debit_card,13,6,10,0,eletronicos,0.18181818181818182
O01853,0,1,11.7,13.51,1.1547,5,voucher,17,0,10,0,fashion_bolsas,0.3333333333333333
O02505,1,2,550.56,60.25,0.1082,4,credit_card,6,0,10,0,casa_garagem,0.43939393939393934
O01688,1,2,692.56,75.04,0.1085,2,credit_card,17,0,10,0,cama_mesa_banho,0.43636363636363634
O02781,1,2,920.43,83.18,0.0899,1,voucher,6,0,10,0,casa_conforto,0.6298701298701299
O03695,0,3,350.89,89.52,0.429,1,credit_card,23,0,10,0,audio,0.5557692307692307
O00390,0,1,443.19,8.97,0.0202,9,boleto,13,0,10,0,moveis_escritorio,0.75
O02299,1,1,214.67,21.11,0.0983,5,boleto,6,0,10,0,brinquedos,0.4444444444444444
O03907,1,2,484.44,76.11,0.2079,9,boleto,19,0,10,0,portateis_casa_forno_cafe,0.7
O02293,0,1,67.86,12.39,0.1826,4,debit_card,21,1,10,0,consoles_games,0.5333333333333333
O01400,0,2,712.55,44.47,0.0622,6,credit_card,11,1,10,0,dvds_blu_ray,0.6648351648351649
O01540,1,3,670.61,80.08,0.1224,3,debit_card,7,1,10,0,moda_roupa,0.5660304607673029
O02353,1,1,198.83,25.33,0.1274,4,boleto,7,1,10,0,moveis_escritorio,0.375
O01970,1,3,845.72,93.11,0.1965,1,credit_card,5,1,10,0,casa_cozinha,0.5090909090909091
O03770,1,2,609.05,70.22,0.2033,6,debit_card,18,1,10,0,casa_cozinha,0.75
O00993,0,1,227.46,11.52,0.0506,4,boleto,18,2,10,0,cool_stuff,0.5
O01121,1,2,678.21,41.83,0.0657,3,voucher,15,2,10,0,cool_stuff,0.5584415584415584
O04314,1,2,654.49,63.33,0.1219,2,credit_card,5,2,10,0,brinquedos,0.5555555555555556
O00892,1,2,394.61,33.81,0.0996,7,boleto,7,2,10,0,la_cuisine,0.41428571428571426
O01339,0,1,157.27,17.47,0.1111,10,debit_card,19,2,10,0,casa_banheiro,0.4117647058823529
O02493,1,1,467.78,44.21,0.0945,7,debit_card,6,2,10,0,telefonia,0.5454545454545454
O02847,1,1,275.06,35.41,0.1287,5,voucher,6,2,10,0,audio,1.0
O04295,1,1,13.71,17.26,1.2589,3,boleto,23,3,10,0,artes,0.38461538461538464
O00824,1,1,382.04,38.58,0.101,2,debit_card,17,3,10,0,papelaria,0.6363636363636364
O02820,1,1,169.16,13.27,0.0784,7,credit_card,15,4,10,0,casa_limpeza,0.5714285714285714
O04036,0,2,335.83,57.51,0.171,5,boleto,21,4,10,0,artigos_nautica,0.42727272727272725
O02608,1,2,574.7,32.76,0.1445,4,credit_card,13,4,10,0,casa_sala,0.5222672064777327
O04085,0,3,1167.01,65.28,0.0562,2,debit_card,19,4,10,0,bebes,0.5994152046783626
O04651,1,2,455.35,78.26,0.3957,3,debit_card,14,5,10,0,casa_escritorio,0.4722222222222222
O01329,1,1,429.87,32.87,0.0765,7,boleto,5,5,10,0,eletrodomesticos_2,0.7142857142857143
O02639,0,1,187.16,36.15,0.1932,1,credit_card,16,5,10,0,casa_jardim,0.6
O04533,0,2,486.2,15.89,0.0326,2,boleto,19,5,10,0,cool_stuff,0.7097902097902098
O03780,1,1,433.63,12.99,0.03,1,credit_card,14,5,10,0,moda_roupa,0.6363636363636364
O03036,1,1,485.55,33.9,0.0698,2,credit_card,7,5,10,0,utilidades_domesticas,0.2222222222222222
O02252,0,1,34.5,25.37,0.7354,1,debit_card,13,5,10,0,casa_construcao,0.375
O01954,0,1,292.63,20.64,0.0705,6,debit_card,19,6,10,0,casa_iluminacao,0.4
O00309,1,1,304.8,49.34,0.1619,3,credit_card,17,6,10,0,casa_jardim,0.5625
O03717,1,2,650.37,58.43,0.118,3,credit_card,12,6,10,0,casa_construcao,0.48684210526315785
O03580,0,1,445.59,48.35,0.1085,1,credit_card,14,6,10,0,casa_escritorio,0.4666666666666667
O02875,1,2,325.27,20.1,0.0637,1,debit_card,19,6,10,0,livros_interesse,0.5151515151515151
O04849,0,1,136.46,18.58,0.1362,1,voucher,24,6,10,0,artigos_nautica,0.625
O03953,0,1,357.12,38.57,0.108,9,debit_card,10,6,10,0,ferramentas_jardim,0.6666666666666666
O04799,1,1,298.45,39.57,0.1326,1,boleto,8,0,10,0,construcao_ferramentas,0.5
O02322,1,1,162.31,20.06,0.1236,1,voucher,6,0,10,0,casa_garagem,0.5
O03110,0,2,164.7,47.18,0.4351,3,voucher,7,0,10,0,la_cuisine,0.4222222222222222
O00035,0,1,364.11,6.94,0.0191,1,debit_card,16,1,10,0,seguros_servicos,0.4375
O00376,0,1,99.64,20.65,0.2072,1,boleto,19,1,10,0,papelaria,0.36363636363636365
O02902,1,1,216.3,20.72,0.0958,1,credit_card,6,1,10,0,fashion_roupa_feminina,0.6363636363636364
O00109,0,1,313.35,37.93,0.121,3,debit_card,21,1,10,0,automotivo,0.36363636363636365
O03539,1,3,278.38,101.41,0.7685,3,voucher,11,1,10,0,beleza_saude,0.5031746031746032
O01616,1,2,447.29,41.96,0.0909,4,debit_card,18,1,10,0,casa_garagem,0.5347222222222222
O04262,0,1,143.6,23.78,0.1656,4,debit_card,10,1,10,0,la_cuisine,0.6428571428571429
O02301,1,2,737.06,47.83,0.0748,3,boleto,5,2,11,0,fashion_calcados,0.6527777777777778
O03077,0,1,422.98,21.91,0.0518,7,debit_card,17,2,11,0,flores,0.6666666666666666
O00934,1,1,389.26,9.23,0.0237,2,boleto,22,2,11,0,casa_escritorio,0.75
O03540,0,1,438.94,49.88,0.1136,2,credit_card,25,2,11,0,malas_acessorios,0.4
O03171,1,1,35.29,26.05,0.7382,1,credit_card,17,2,11,0,cama_mesa_banho,0.4166666666666667
O04971,1,1,423.17,12.9,0.0305,1,voucher,22,2,11,0,utilidades_domesticas,0.5555555555555556
O04343,0,1,11.62,46.51,4.0026,6,boleto,21,3,11,0,eletronicos,0.6428571428571429
O01168,1,2,536.96,66.49,0.1738,1,debit_card,25,3,11,0,casa_outros,0.7156862745098038
O01239,0,1,340.45,13.02,0.0382,5,credit_card,23,3,11,0,dvds_blu_ray,0.5
O01715,0,1,328.75,26.94,0.0819,2,boleto,9,3,11,0,audio,0.75
O00491,0,1,345.24,8.01,0.0232,1,credit_card,9,3,11,0,fashion_calcados,0.4166666666666667
O01502,0,2,615.6,57.32,0.0826,9,voucher,22,3,11,0,casa_construcao,0.45454545454545453
O00633,0,2,721.55,31.89,0.0449,7,boleto,18,4,11,0,casa_limpeza,0.5734265734265734
O01829,1,1,258.22,6.61,0.0256,1,debit_card,10,4,11,0,casa_outros,0.46153846153846156
O04584,1,1,276.96,20.66,0.0746,1,boleto,10,5,11,0,casa_conforto,0.45454545454545453
O00841,1,1,254.86,8.76,0.0344,8,credit_card,6,5,11,0,moveis_presentes,0.6
O04946,1,1,446.87,37.51,0.0839,1,boleto,6,5,11,0,fashion_roupa_feminina,0.5384615384615384
O02362,0,1,169.53,44.28,0.2612,4,boleto,8,5,11,0,carnes,0.5
O02861,0,1,124.0,15.82,0.1276,4,boleto,12,5,11,0,moveis_jardim,0.4166666666666667
O00645,0,1,320.59,28.02,0.0874,1,boleto,19,5,11,0,alimentos_bebidas,0.5555555555555556
O01745,0,1,433.54,30.57,0.0705,4,credit_card,19,5,11,0,cool_stuff,0.6
O01923,0,1,352.43,26.07,0.074,7,boleto,13,6,11,0,musica_arte,0.5714285714285714
O03336,0,1,159.44,11.22,0.0704,4,voucher,24,6,11,0,seguros_servicos,0.2
O00982,0,1,293.5,13.78,0.047,1,debit_card,13,6,11,0,portateis_cozinha,0.5833333333333334
O03677,0,3,1096.24,91.68,0.1177,1,credit_card,23,6,11,0,casa_conforto_2,0.30608607079195316
O04801,1,1,470.32,20.46,0.0435,2,voucher,7,6,11,0,carnes,0.6666666666666666
O01482,1,1,208.92,5.71,0.0273,7,credit_card,11,6,11,0,casa_quarto,0.5
O00348,1,1,100.17,44.93,0.4485,3,voucher,20,6,11,0,seguros_servicos,0.38461538461538464
O03825,1,1,133.12,8.73,0.0656,1,debit_card,12,6,11,0,moveis_jardim,0.4
O02314,1,1,132.22,7.85,0.0594,1,voucher,8,6,11,0,carnes,0.5555555555555556
O00510,1,1,71.22,35.82,0.5029,1,credit_card,7,0,11,0,eletronicos,0.8888888888888888
O00370,1,2,493.83,50.09,0.2431,2,voucher,5,0,11,0,consoles_games,0.5
O01201,0,1,221.89,8.61,0.0388,1,boleto,16,0,11,0,sinalizacao_seguranca,0.5263157894736842
O03589,0,1,350.04,17.71,0.0506,12,boleto,16,0,11,0,alimentos_bebidas,0.3888888888888889
O02497,0,4,1229.03,116.15,0.1183,1,credit_card,17,0,11,0,alimentos_bebidas,0.5036324786324786
O01097,1,1,19.36,8.25,0.4261,2,credit_card,6,0,11,0,perfumaria,0.2222222222222222
O01507,1,1,293.69,12.68,0.0432,9,voucher,6,0,11,0,casa_limpeza,0.6
O02843,0,1,48.39,7.22,0.1492,5,boleto,23,0,11,0,utilidades_domesticas,0.6190476190476191
O02006,0,1,257.12,36.89,0.1435,4,credit_card,7,0,11,0,brinquedos,0.3333333333333333
O04092,0,1,123.78,15.67,0.1266,8,boleto,13,0,11,0,papelaria,0.6363636363636364
O02235,1,1,295.12,9.01,0.0305,5,voucher,13,1,11,0,fraldas_higiene,0.6666666666666666
O00268,1,1,382.55,37.6,0.0983,4,credit_card,8,1,11,0,sinalizacao_seguranca,0.35714285714285715
O01123,0,1,232.74,24.06,0.1034,1,boleto,16,1,11,0,sinalizacao_seguranca,0.6666666666666666
O03453,0,1,140.01,10.27,0.0734,3,boleto,24,1,11,0,perfumaria,0.3
O02717,1,1,261.8,24.44,0.0934,3,voucher,6,1,11,0,casa_escritorio,0.8333333333333334
O04417,0,1,142.84,9.63,0.0674,3,credit_card,18,1,11,0,fashion_bolsas,0.47368421052631576
O00317,1,1,337.94,12.83,0.038,9,debit_card,22,1,11,0,consoles_games,0.5
O02465,0,1,311.32,6.98,0.0224,7,boleto,22,1,11,0,perfumaria,0.6428571428571429
O03247,1,3,99.54,86.08,1.0401,1,voucher,14,1,11,0,audio,0.4583333333333333
O01814,0,2,690.52,48.12,0.0723,4,voucher,21,2,11,0,dvds_blu_ray,0.49230769230769234
O00944,1,1,162.39,16.77,0.1033,6,voucher,7,2,11,0,beleza_saude,0.4375
O01059,0,1,51.68,19.43,0.376,3,boleto,12,2,11,0,casa_banheiro,0.36363636363636365
O02370,0,2,588.74,69.87,0.1749,5,boleto,12,2,11,0,casa_iluminacao,0.5833333333333333
O00265,1,3,798.21,98.45,0.1856,3,credit_card,15,2,11,0,consoles_games,0.6587301587301587
O04647,1,2,488.51,73.84,0.1512,7,debit_card,6,3,11,0,alimentos_bebidas,0.23809523809523808
O02482,0,1,451.1,35.24,0.0781,12,credit_card,23,3,11,0,papelaria,0.2857142857142857
O02251,1,4,855.3,120.4,0.203,4,debit_card,20,3,11,0,casa_garagem,0.43669871794871795
O01426,1,5,1500.57,170.31,0.1168,4,boleto,23,3,11,0,beleza_saude,0.5198906485671192
O00205,0,1,377.26,49.03,0.13,5,credit_card,21,3,11,0,perfumaria,0.3333333333333333
O01261,1,1,366.19,12.35,0.0337,1,voucher,21,3,11,0,fashion_calcados,0.7
O02864,1,1,213.05,37.82,0.1775,2,credit_card,20,3,11,0,moveis_decoracao,0.5
O00888,1,1,172.96,18.69,0.1081,5,credit_card,6,3,11,0,casa_conforto,0.4375
O01717,0,2,750.61,61.03,0.0824,1,voucher,21,3,11,0,construcao_ferramentas,0.5894736842105264
O04359,0,3,762.06,97.87,0.1717,3,credit_card,14,4,11,0,beleza_saude,0.5363636363636363
O00540,0,1,72.39,37.61,0.5195,3,debit_card,8,4,11,0,casa_conforto,0.42857142857142855
O04430,1,2,816.11,88.17,0.1088,5,debit_card,5,4,11,0,malas_acessorios,0.5085227272727273
O01997,0,1,119.96,47.25,0.3939,3,credit_card,19,4,11,0,ferramentas_jardim,0.38461538461538464
O01196,1,1,335.99,10.24,0.0305,4,credit_card,11,4,11,0,telefonia,0.625
O00896,1,1,62.31,22.47,0.3606,2,debit_card,11,5,11,0,utilidades_domesticas,0.5555555555555556
O04083,1,1,11.56,25.95,2.2448,12,debit_card,17,5,11,0,casa_jardim,0.55
O03852,1,1,236.17,32.42,0.1373,2,credit_card,14,5,11,0,cool_stuff,0.5
O04000,1,3,1017.31,104.87,0.1079,12,credit_card,12,5,11,0,alimentos_bebidas,0.6406926406926406
O04862,1,1,130.6,29.45,0.2255,1,voucher,17,5,11,0,fashion_esporte,0.9090909090909091
O03571,0,1,346.4,37.11,0.1071,3,debit_card,17,5,11,0,fashion_roupa_feminina,0.4444444444444444
O01340,1,1,340.08,49.18,0.1446,3,boleto,19,6,11,0,moveis_colchao_estofado,0.75
O02740,1,1,406.58,31.43,0.0773,1,credit_card,12,6,11,0,beleza_saude,0.3333333333333333
O04924,1,1,325.08,34.88,0.1073,7,boleto,15,6,11,0,portateis_casa_forno_cafe,0.6
O04049,0,2,91.07,50.76,0.9529,1,boleto,9,6,11,0,beleza_saude,0.5089285714285714
O03117,1,1,60.82,12.78,0.2101,6,voucher,9,0,11,0,fashion_underwear,0.38461538461538464
O02804,1,1,465.26,36.47,0.0784,1,debit_card,11,0,11,0,casa_escritorio,0.8333333333333334
O02710,0,2,619.73,54.48,0.0858,12,credit_card,9,0,11,0,casa_escritorio,0.5
O04755,1,1,185.1,23.79,0.1285,1,boleto,11,0,11,0,casa_quarto,0.47368421052631576
O04251,0,1,64.21,32.02,0.4987,2,credit_card,18,0,11,0,eletrodomesticos_2,1.0
O04009,1,1,357.0,21.96,0.0615,1,voucher,5,1,11,0,casa_garagem,0.5
O01182,1,1,38.48,48.39,1.2575,7,boleto,22,1,11,0,instrumentos_musicais,0.4166666666666667
O00856,1,4,1167.81,96.55,0.0925,2,boleto,6,1,11,0,cool_stuff,0.3895833333333333
O02743,1,1,66.08,43.36,0.6562,5,boleto,10,1,11,0,fraldas_higiene,0.5
O01578,1,2,523.36,28.61,0.0608,1,boleto,12,1,11,0,alimentos_bebidas,0.34444444444444444
O00236,1,3,642.35,93.72,0.1363,3,boleto,16,1,11,0,casa_cozinha,0.5314685314685315
O02547,1,3,906.8,36.42,0.0344,2,credit_card,14,1,11,0,cds_dvds_musicais,0.6746031746031745
O03766,1,1,331.86,15.06,0.0454,1,debit_card,6,2,11,0,livros_interesse,0.5454545454545454
O00151,1,2,426.54,34.32,0.1213,1,debit_card,5,2,11,0,casa_outros,0.33035714285714285
O00007,0,4,462.86,145.23,0.5403,5,credit_card,14,2,11,0,alimentos_bebidas,0.46339285714285716
O03270,1,1,466.99,28.26,0.0605,2,voucher,9,2,11,0,consoles_games,0.5
O01280,1,1,488.26,12.16,0.0249,2,boleto,18,2,11,0,cool_stuff,0.46153846153846156
O04866,0,3,859.99,96.37,0.117,2,debit_card,5,2,11,0,moveis_presentes,0.4675324675324675
O00519,1,3,1119.39,73.4,0.0686,3,boleto,22,2,11,0,casa_jardim,0.3966507177033492
O04547,0,1,114.4,13.09,0.1144,1,debit_card,17,2,11,0,casa_iluminacao,0.4166666666666667
O00461,0,1,425.82,14.4,0.0338,4,credit_card,17,3,11,0,market_place,0.6
O03062,1,2,131.05,82.88,0.6351,3,boleto,7,3,11,0,casa_limpeza,0.4318181818181818
O02244,1,1,191.75,14.55,0.0759,3,credit_card,13,3,11,0,papelaria,0.5
O03551,0,1,302.27,27.41,0.0907,4,boleto,24,3,11,0,pc_gamer,0.5
O02111,1,1,227.02,45.98,0.2025,3,boleto,11,3,11,0,portateis_casa_forno_cafe,0.5
O01079,1,1,117.4,8.16,0.0695,1,credit_card,13,3,11,0,fashion_esporte,0.25
O03161,1,1,190.9,30.92,0.162,6,debit_card,12,3,11,0,eletrodomesticos_2,0.5
O04449,1,1,129.91,13.76,0.1059,7,credit_card,10,3,11,0,malas_acessorios,0.5384615384615384
O04542,1,1,401.2,19.73,0.0492,10,boleto,10,4,11,0,construcao_ferramentas,0.6875
O04232,0,1,369.25,20.64,0.0559,2,credit_card,25,4,11,0,artigos_nautica,0.5555555555555556
O04889,1,1,208.56,31.33,0.1502,1,debit_card,14,4,11,0,eletrodomesticos_2,0.5714285714285714
O00269,0,1,249.63,21.27,0.0852,12,voucher,20,4,11,0,casa_iluminacao,0.5454545454545454
O02382,1,1,415.7,48.7,0.1172,3,voucher,15,4,11,0,cool_stuff,0.45454545454545453
O00447,1,2,858.94,73.13,0.0861,3,debit_card,5,4,11,0,artes,0.5772727272727273
O01516,0,3,535.21,84.75,0.6572,4,credit_card,13,4,11,0,alimentos_bebidas,0.5915343915343915
O04537,0,2,197.91,63.88,0.3005,4,voucher,23,4,11,0,brinquedos,0.6691176470588236
O04320,0,1,244.4,19.64,0.0804,2,boleto,18,5,11,0,informatica_acessorios,0.625
O02169,1,2,420.01,49.57,0.1587,4,debit_card,7,5,11,0,casa_quarto,0.5961538461538461
O04415,1,1,261.25,35.77,0.1369,4,debit_card,12,5,11,0,ferramentas_jardim,0.375
O02290,1,2,680.48,44.11,0.0831,2,debit_card,18,5,11,0,instrumentos_musicais,0.5684523809523809
O04650,1,2,658.39,27.39,0.0373,9,debit_card,12,5,11,0,casa_outros,0.6333333333333333
O03608,1,2,425.82,50.61,0.0969,4,voucher,20,5,11,0,construcao_ferramentas,0.573076923076923
O02047,1,1,256.29,11.05,0.0431,7,debit_card,18,6,11,0,beleza_saude,0.5714285714285714
O03061,0,1,151.39,27.35,0.1807,1,boleto,8,6,11,0,eletrodomesticos_2,0.6111111111111112
O00728,1,3,720.21,76.04,0.5648,1,boleto,8,6,11,0,eletroportateis,0.5749417249417249
O02394,1,2,247.95,17.29,0.113,1,credit_card,22,0,11,0,artes,0.5842490842490842
O00708,1,1,20.68,41.97,2.0295,1,credit_card,6,1,11,0,instrumentos_musicais,0.4
O01173,0,5,1300.66,117.81,0.1183,4,debit_card,18,1,11,0,artes,0.5159449760765551
O03883,1,2,895.05,56.06,0.0643,8,credit_card,12,1,11,0,carnes,0.5833333333333333
O04190,0,1,292.56,6.49,0.0222,1,debit_card,22,1,11,0,construcao_ferramentas,0.5454545454545454
O02183,1,2,646.13,35.92,0.0568,1,boleto,13,1,11,0,casa_sala,0.75
O03561,1,1,248.6,6.64,0.0267,1,credit_card,18,1,11,0,sinalizacao_seguranca,0.5238095238095238
O01113,0,1,189.08,47.68,0.2522,1,debit_card,22,1,11,0,pc_gamer,0.5625
O00962,0,1,326.62,14.42,0.0441,2,boleto,24,1,11,0,casa_quarto,0.5714285714285714
O04723,0,2,492.28,60.3,0.2702,12,credit_card,24,1,11,0,bebes,0.36309523809523814
O04911,1,2,749.22,67.24,0.0864,1,boleto,16,2,11,0,casa_banheiro,0.6750700280112045
O03097,1,1,79.91,9.55,0.1195,4,debit_card,19,2,11,0,fraldas_higiene,0.35714285714285715
O03149,1,1,365.04,33.86,0.0928,9,debit_card,8,2,11,0,sinalizacao_seguranca,0.45
O03530,1,1,102.83,18.3,0.178,5,boleto,22,2,11,0,eletroportateis,0.5833333333333334
O00092,0,2,733.79,61.12,0.0843,6,debit_card,21,2,11,0,market_place,0.35416666666666663
O04708,1,3,913.2,98.87,0.1457,3,credit_card,7,2,11,0,cds_dvds_musicais,0.7547534165181223
O02980,1,1,451.35,13.53,0.03,1,boleto,9,2,11,0,papelaria,0.4444444444444444
O00492,0,1,247.91,48.94,0.1974,1,boleto,23,3,11,0,casa_quarto,0.5454545454545454
O03005,0,1,165.47,37.63,0.2274,4,credit_card,17,3,11,0,casa_lavanderia,0.4
O00389,0,1,101.58,25.29,0.249,1,voucher,22,3,11,0,casa_escritorio,0.6666666666666666
O02326,1,2,204.64,72.54,0.3514,3,credit_card,9,3,11,0,cds_dvds_musicais,0.5357142857142857
